Table name: /home/web/research/projects/egg/alfalfa/ugradteam/groups/files/agc+nsa.v012.mags+lines.appmags+faceHalpha.csv.gz
+--------+-----------+----------+-------------+--------+------------+------------+--------------------+---------------------+--------------------+----------------------+----------------------+
| AGCnr  | radeg     | decdeg   | Z           | NSAID  | ABSMAG_i   | SERSIC_BA  | appmag_i           | g-i                 | vhelio             | logN2toHalpha        | logO3toHb            |
| 224354 | 185.50041 | 10.18056 | 0.024358453 | 48940  | -17.47754  | 0.6868412  | 17.574950361989274 | 0.5879960000000004  | 7302.469341776     | -0.6368708831181404  | -0.9084873265101612  |
| 7430   | 185.53041 | 8.99028  | 0.019460201 | 169877 | -19.755241 | 0.9072037  | 14.853036964610009 | 0.675224            | 5834.012578192     | -0.43054607636314784 | -0.6431700382245102  |
| 224503 | 185.60834 | 10.35333 | 0.025262542 | 48943  | -17.579206 | 0.46864387 | 17.55411879687336  | 0.8614250000000006  | 7573.507991263999  | -0.6499339354993692  | -0.12646414532791672 |
| 222717 | 185.6275  | 10.38722 | 0.021631509 | 48941  | -17.09424  | 0.3129828  | 17.70232167704983  | 0.6347439999999978  | 6484.953346128     | -0.7570735967528716  | 0.2158113765494015   |
| 222719 | 185.71625 | 10.30306 | 0.024006523 | 48944  | -17.858418 | 0.33176097 | 17.162147260838594 | 0.7646319999999989  | 7196.963543215999  | -0.5284853765934937  | -0.30516886576364344 |
| 222727 | 185.84792 | 10.29917 | 0.02732115  | 49035  | -17.89204  | 0.86224544 | 17.41426849400548  | 0.6871369999999999  | 8190.6622007999995 | -0.5799384122486099  | -0.3217578187523794  |
| 224436 | 185.90625 | 9.68583  | 0.02154667  | 48873  | -16.607025 | 0.28071705 | 18.182137544986784 | 0.4558579999999992  | 6459.5192926400005 | -0.8514453018791862  | 0.2508099839791779   |
| 224437 | 185.95958 | 9.10944  | 0.024475547 | 49006  | -18.393162 | 0.6386836  | 16.668595656222333 | 0.73217             | 7337.573186224     | -0.5549198803797952  | -0.04390722393422663 |
| 224439 | 185.96666 | 9.60083  | 0.023346106 | 48993  | -17.140747 | 0.26782513 | 17.81716917495837  | 0.5700700000000012  | 6998.9758099519995 | -0.7202509088712228  | 0.053539046581772394 |
| 224440 | 186.00749 | 8.92306  | 0.023316056 | 48995  | -18.314661 | 0.46733943 | 16.63942016904317  | 0.7553440000000009  | 6989.967060352001  | -0.36271918894500205 | -1.277565114928997   |
| 224441 | 186.05542 | 9.59805  | 0.025216993 | 48994  | -17.158232 | 0.4394763  | 17.97023418155679  | 0.8182360000000024  | 7559.852765456     | -0.3977249001055916  | -0.2829691939789675  |
| 225855 | 186.11333 | 9.27417  | 0.023533024 | 48986  | -18.558475 | 0.17966634 | 16.41667257135225  | 1.13861             | 7055.012331008     | -1.0721834849510712  | 0.16823658613892728  |
| 220530 | 186.20416 | 8.80028  | 0.023997067 | 49005  | -20.281586 | 0.7644914  | 14.736138937273672 | 1.0371729999999992  | 7194.128710064     | -0.39934012882446673 | -0.30470594754257696 |
| 224445 | 186.33167 | 9.14556  | 0.024524182 | 48979  | -18.459188 | 0.3685261  | 16.607155140106237 | 0.7156629999999993  | 7352.153570144     | -0.5473517731689861  | -0.11397594905082428 |
| 226337 | 186.36668 | 8.32944  | 0.025078263 | 67372  | -19.033007 | 0.6454344  | 16.081647947288705 | 0.9534459999999996  | 7518.262621296     | -0.3456945220457703  | -0.6323807859813935  |
| 220551 | 186.41417 | 8.91222  | 0.022999732 | 170502 | -18.784122 | 0.51707596 | 16.139857897781592 | 0.5422820000000002  | 6895.135655743999  | -0.5019544158588365  | -0.1422486364295811  |
| 220554 | 186.42917 | 9.02639  | 0.024800042 | 161727 | -19.32058  | 0.46186274 | 15.77037805138247  | 0.6975659999999984  | 7434.854191264     | -0.3911676899984551  | -0.16451686007337857 |
| 220557 | 186.46167 | 8.92056  | 0.025177948 | 67371  | -19.7314   | 0.48158073 | 15.392869873479405 | 0.7288300000000021  | 7548.147386815999  | -0.493283722107112   | -0.25192622588243646 |
| 226346 | 186.52333 | 8.45028  | 0.025484527 | 67387  | -19.323135 | 0.58949536 | 15.827286875919157 | 0.9050460000000022  | 7640.057318384     | -0.47597840887932574 | 0.10227298958369088  |
| 222738 | 186.63167 | 9.12306  | 0.024134796 | 49106  | -20.392042 | 0.51146185 | 14.638978140902543 | 1.1899869999999986  | 7235.418762432     | -0.9101484385869902  | 0.5463875755048233   |
| 224505 | 186.67    | 9.01472  | 0.023937654 | 48968  | -18.321526 | 0.86320114 | 16.691204528555026 | 0.4395530000000001  | 7176.317167968     | -0.6334790905219935  | -0.11411043894038965 |
| 220590 | 186.68459 | 9.04833  | 0.023136746 | 49107  | -20.95794  | 0.48715627 | 13.979506504830518 | 0.7676250000000024  | 6936.211356832     | -0.31062786464960523 | -0.6988957786383536  |
| 224449 | 186.73459 | 9.54445  | 0.025169432 | 49104  | -19.689152 | 0.440001   | 15.435323815636112 | 0.9708649999999999  | 7545.594358144     | -0.6923825853142879  | 0.1816363123865702   |
| 224451 | 186.80666 | 8.90167  | 0.02462331  | 48965  | -18.675415 | 0.75094336 | 16.399696560859333 | 0.7514300000000027  | 7381.87135152      | -0.40367821723226266 | -0.19117192035371874 |
| 226358 | 186.81583 | 8.60944  | 0.023932816 | 67420  | -18.18668  | 0.63191134 | 16.825082122840897 | 0.43912500000000065 | 7174.866774272     | -0.7546407349176232  | 0.15415723794048028  |
| 224453 | 186.90042 | 9.20028  | 0.025293322 | 49101  | -16.762484 | 0.43061304 | 18.37244038511168  | 0.40955999999999904 | 7582.735589024     | -0.702236852762667   | 0.21072707890528727  |
| 224456 | 186.99707 | 9.90611  | 0.02515383  | 49052  | -17.264963 | 0.6966108  | 17.858738652877523 | 0.5606330000000028  | 7540.917003359999  | -0.5979608183405397  | 0.22700491235662662  |
+--------+-----------+----------+-------------+--------+------------+------------+--------------------+---------------------+--------------------+----------------------+----------------------+
